,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Manufacturer
3794,Hyderabad,2014,53000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,29.0,Mercedes-Benz
3795,Coimbatore,2014,87652,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,25.71,Audi
3796,Chennai,2008,94873,Petrol,Manual,Second,15.3,1596.0,101.0,5.0,1.85,Ford
3797,Mumbai,2015,56000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,22.75,BMW
3798,Kochi,2018,18678,Petrol,Manual,First,21.1,998.0,100.0,5.0,8.32,Maruti
3799,Delhi,2014,30000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,26.0,Mercedes-Benz
3800,Mumbai,2012,129000,Diesel,Automatic,First,12.8,2953.0,0.0,5.0,7.0,Ford
3801,Hyderabad,2013,59000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.45,Hyundai
3802,Mumbai,2017,13000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.15,Hyundai
3803,Kochi,2014,74325,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.51,Honda
3804,Kolkata,2015,45000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,3.45,Hyundai
3805,Pune,2013,57000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.75,Volkswagen
3806,Pune,2001,125943,Petrol,Manual,Second,13.0,1493.0,100.0,5.0,1.45,Honda
3807,Delhi,2008,80000,Diesel,Manual,First,18.7,1896.0,66.0,5.0,2.2,Skoda
3808,Hyderabad,2010,154000,Diesel,Manual,First,13.1,2499.0,141.0,7.0,7.99,Ford
3809,Bangalore,2013,62000,Diesel,Manual,Second,18.3,1991.0,147.9,5.0,6.75,Chevrolet
3810,Kolkata,2013,27000,Petrol,Automatic,First,14.0,1493.0,92.7,5.0,11.99,Honda
3811,Kolkata,2014,45000,Diesel,Manual,First,24.2,1498.0,98.6,7.0,5.0,Honda
3812,Pune,2012,105000,Diesel,Manual,Second,20.77,1248.0,88.76,7.0,5.9,Maruti
3813,Mumbai,2013,26000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75,Hyundai
3814,Mumbai,2014,30900,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,29.5,Jaguar
3815,Chennai,2014,48000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.75,Honda
3816,Pune,2011,112719,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,11.5,Audi
3817,Chennai,2017,5000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.95,Hyundai
3818,Mumbai,2016,16000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.4,Volkswagen
3819,Jaipur,2011,63000,Petrol,Automatic,First,13.4,1997.0,135.1,5.0,4.75,Renault
3820,Chennai,2011,28300,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.15,Maruti
3821,Jaipur,2005,49000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.9,Maruti
3822,Kolkata,2016,12501,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.5,Maruti
3823,Kochi,2016,56628,Diesel,Manual,First,20.4,1248.0,92.0,5.0,5.85,Fiat
3824,Pune,2010,105000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.15,Maruti
3825,Pune,2016,52126,Diesel,Manual,First,21.64,1461.0,84.8,5.0,6.0,Renault
3826,Kolkata,2010,38000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.23,Hyundai
3827,Bangalore,2016,50000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,2.5,Hyundai
3828,Kochi,2015,50230,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.87,Maruti
3829,Ahmedabad,2014,31000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.5,Mahindra
3830,Delhi,2014,79000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,17.75,Toyota
3831,Delhi,2012,130000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,3.75,Renault
3832,Chennai,2010,115000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,1.5,Hyundai
3833,Pune,2013,41500,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.0,Hyundai
3834,Pune,2014,54385,Diesel,Automatic,Second,15.06,1995.0,177.0,5.0,17.0,BMW
3835,Kochi,2011,56361,Petrol,Automatic,First,12.9,1799.0,130.0,5.0,4.38,Honda
3836,Delhi,2018,22000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,41.5,Audi
3837,Kolkata,2017,8000,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.0,Maruti
3838,Coimbatore,2018,28741,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.0,Maruti
3839,Pune,2012,117236,Diesel,Automatic,Second,11.8,2720.0,190.0,7.0,14.0,Land
3840,Pune,2016,30500,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,7.65,Maruti
3841,Kolkata,2018,5000,Petrol,Manual,First,17.0,1591.0,121.3,5.0,8.7,Hyundai
3842,Hyderabad,2016,42000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,9.9,Maruti
3843,Mumbai,2010,32773,Petrol,Manual,First,13.2,1495.0,94.0,5.0,2.05,Hyundai
3844,Kolkata,2016,19008,Petrol,Manual,First,17.0,1197.0,80.0,5.0,5.25,Hyundai
3845,Kochi,2012,32542,Petrol,Manual,First,17.0,1591.0,121.3,5.0,5.77,Hyundai
3846,Hyderabad,2010,94753,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.95,Maruti
3847,Ahmedabad,2011,70000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,7.45,Mahindra
3848,Delhi,2012,68347,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.6,Maruti
3849,Ahmedabad,2011,72000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3.25,Hyundai
3850,Hyderabad,2010,75014,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.85,Maruti
3851,Delhi,2013,65000,Diesel,Automatic,Second,13.73,1995.0,148.0,5.0,7.5,Renault
3852,Kochi,2012,55598,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,11.5,BMW
3853,Pune,2013,50000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.25,Honda
3854,Chennai,2003,44200,Petrol,Manual,Second,11.7,1997.0,134.0,5.0,1.5,Hyundai
3855,Jaipur,2014,65000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,5.31,Maruti
3856,Hyderabad,2013,49000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.0,Mahindra
3857,Kolkata,2016,7200,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.59,Hyundai
3858,Kochi,2016,43152,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.35,Maruti
3859,Pune,2013,112000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,12.0,Toyota
3860,Coimbatore,2017,23540,Petrol,Manual,First,18.9,1197.0,82.0,5.0,6.02,Hyundai
3861,Coimbatore,2008,82160,Diesel,Manual,First,16.52,1991.0,123.7,5.0,2.57,Chevrolet
3862,Pune,2013,57000,Diesel,Manual,First,12.83,2696.0,162.0,7.0,12.45,Mahindra
3863,Coimbatore,2015,39335,Diesel,Manual,First,15.1,2179.0,140.0,7.0,12.63,Mahindra
3864,Bangalore,2014,62000,Petrol,Manual,Second,17.4,1497.0,117.3,5.0,7.75,Honda
3865,Delhi,2014,60000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.5,Ford
3866,Kolkata,2015,35000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4.43,Hyundai
3867,Kochi,2016,32345,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,24.51,Mercedes-Benz
3868,Ahmedabad,2014,47000,Petrol,Manual,First,22.0,814.0,55.0,5.0,2.65,Hyundai
3869,Delhi,2012,65537,CNG,Manual,Second,33.44,796.0,40.3,4.0,2.1,Maruti
3870,Delhi,2011,36000,Petrol,Manual,First,17.6,1496.0,88.7,5.0,3.2,Toyota
3871,Chennai,2016,75000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.25,Maruti
3872,Kolkata,2008,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.1,Maruti
3873,Chennai,2015,57818,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.3,Maruti
3874,Hyderabad,2015,45000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,8.9,Ford
3875,Jaipur,2015,75055,Diesel,Manual,First,19.01,1461.0,108.5,5.0,6.5,Nissan
3876,Delhi,2009,65462,Petrol,Automatic,Third,11.1,2354.0,142.0,5.0,3.5,Honda
3877,Hyderabad,2008,76206,Diesel,Manual,First,17.8,1248.0,75.0,5.0,4.25,Maruti
3878,Kochi,2018,25948,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,16.46,Mahindra
3879,Mumbai,2016,28500,Petrol,Manual,First,18.7,1199.0,88.7,5.0,5.95,Honda
3880,Mumbai,2015,28004,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.1,Honda
3881,Kolkata,2011,25000,Petrol,Manual,Second,15.7,1172.0,67.0,5.0,1.25,Fiat
3882,Kolkata,2010,40000,Petrol,Manual,Second,19.5,1061.0,0.0,5.0,2.5,Maruti
3883,Pune,2013,82543,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.5,Maruti
3884,Chennai,2013,30000,Petrol,Manual,First,18.44,1198.0,75.0,5.0,3.25,Nissan
3885,Hyderabad,2010,27800,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.0,Honda
3886,Coimbatore,2016,33415,Petrol,Manual,First,16.78,1496.0,88.73,5.0,6.58,Toyota
3887,Mumbai,2013,38000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,19.5,BMW
3888,Kochi,2017,41981,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.14,Honda
3889,Jaipur,2013,77084,Diesel,Manual,First,28.4,1248.0,73.75,5.0,4.95,Maruti
3890,Hyderabad,2013,71803,Diesel,Manual,First,20.5,1598.0,103.5,5.0,5.75,Skoda
3891,Kolkata,2013,73314,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6.6,Mahindra
3892,Coimbatore,2015,69053,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.72,Hyundai
3893,Delhi,2009,79782,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,2.6,Honda
3894,Hyderabad,2010,250000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,6.5,Toyota
3895,Pune,2011,90000,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,6.1,Mahindra
3896,Hyderabad,2010,130000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.85,Maruti
3897,Pune,2013,65000,Petrol,Manual,Second,15.04,1598.0,103.6,5.0,4.5,Volkswagen
3898,Coimbatore,2013,46496,Diesel,Manual,First,23.59,1364.0,0.0,5.0,5.3,Toyota
3899,Bangalore,2013,76000,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,18.25,Audi
3900,Ahmedabad,2012,28002,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.75,Maruti
3901,Mumbai,2010,63000,CNG,Manual,Second,14.53,1798.0,138.0,5.0,3.35,Toyota
3902,Jaipur,2010,70000,Petrol,Manual,Second,16.1,796.0,37.0,4.0,0.9,Maruti
3903,Hyderabad,2011,66276,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.5,Honda
3904,Kolkata,2014,45000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,3.99,Maruti
3905,Delhi,2014,67000,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,18.75,Toyota
3906,Kolkata,2014,43068,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.5,Hyundai
3907,Chennai,2016,40000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,16.45,Toyota
3908,Coimbatore,2011,50436,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.65,Hyundai
3909,Bangalore,2014,21000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.4,Hyundai
3910,Mumbai,2018,2000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,8.7,Maruti
3911,Mumbai,2016,14500,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,20.75,Skoda
3912,Hyderabad,2010,68782,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,12.5,Mercedes-Benz
3913,Kolkata,2011,35888,Diesel,Manual,First,21.1,1248.0,73.9,5.0,1.89,Maruti
3914,Kolkata,2015,168205,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.0,Maruti
3915,Mumbai,2012,47000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,3.95,Honda
3916,Hyderabad,2015,93700,Diesel,Manual,First,24.52,1248.0,88.5,7.0,7.85,Maruti
3917,Kolkata,2014,45000,Diesel,Manual,First,22.7,1582.0,126.24,5.0,7.0,Hyundai
3918,Hyderabad,2016,55547,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,24.99,Toyota
3919,Delhi,2013,69000,Petrol,Automatic,First,17.21,1197.0,103.6,5.0,4.5,Volkswagen
3920,Pune,2005,88000,Diesel,Manual,Third,18.7,1896.0,66.0,5.0,1.25,Skoda
3921,Delhi,2014,32400,Diesel,Manual,First,20.14,1498.0,88.8,5.0,3.95,Volkswagen
3922,Pune,2012,79000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,1.6,Hyundai
3923,Hyderabad,2004,110000,Petrol,Manual,First,13.2,1495.0,94.0,5.0,0.6,Hyundai
3924,Coimbatore,2014,45407,Petrol,Manual,Second,21.1,814.0,55.2,5.0,3.39,Hyundai
3925,Hyderabad,2011,136490,Diesel,Manual,First,12.8,2494.0,102.0,7.0,9.8,Toyota
3926,Mumbai,2017,19000,Diesel,Manual,First,26.8,1248.0,74.0,5.0,5.91,Maruti
3927,Mumbai,2017,19416,Petrol,Manual,First,21.56,1462.0,103.25,5.0,8.25,Maruti
3928,Mumbai,2012,15500,Petrol,Manual,First,17.5,1298.0,85.8,5.0,3.75,Maruti
3929,Hyderabad,2017,12538,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.5,Honda
3930,Bangalore,2015,62588,Diesel,Manual,First,17.8,1248.0,0.0,5.0,5.95,Maruti
3931,Delhi,2015,44328,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.8,Honda
3932,Delhi,2014,63000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,4.35,Toyota
3933,Hyderabad,2015,100000,Diesel,Automatic,First,13.5,2400.0,215.0,5.0,32.5,Volvo
3934,Kolkata,2015,103000,Petrol,Manual,First,15.64,1193.0,64.08,5.0,3.0,Tata
3935,Pune,2016,50296,Diesel,Automatic,Second,11.36,2755.0,171.5,7.0,19.0,Toyota
3936,Pune,2013,95500,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.0,Volkswagen
3937,Pune,2014,72100,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.45,Ford
3938,Mumbai,2010,19119,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.7,Maruti
3939,Mumbai,2006,30000,Petrol,Manual,First,13.0,2987.0,210.0,5.0,10.75,Mercedes-Benz
3940,Hyderabad,2015,75600,Diesel,Manual,First,20.14,1498.0,88.8,5.0,5.8,Volkswagen
3941,Pune,2007,137000,Petrol,Manual,Second,15.3,1193.0,65.3,5.0,0.95,Tata
3942,Jaipur,2002,53500,Petrol,Manual,Second,16.1,796.0,37.0,4.0,0.63,Maruti
3943,Kochi,2018,26101,Diesel,Manual,First,17.1,1956.0,170.0,5.0,17.55,Jeep
3944,Pune,2016,7000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.0,Maruti
3945,Bangalore,2013,50000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,15.0,Skoda
3946,Hyderabad,2016,30000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,6.0,Maruti
3947,Mumbai,2016,38151,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.65,Maruti
3948,Jaipur,2009,116000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,8.5,Mercedes-Benz
3949,Kolkata,2013,22000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.25,Ford
3950,Delhi,2010,60000,Petrol,Automatic,Second,14.53,1798.0,138.1,5.0,4.65,Toyota
3951,Mumbai,2016,38000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.85,Maruti
3952,Coimbatore,2011,51928,Petrol,Manual,First,15.6,1196.0,70.0,5.0,3.46,Ford
3953,Mumbai,2018,3000,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,8.25,Honda
3954,Pune,2006,67196,Petrol,Manual,First,17.3,993.0,60.0,5.0,1.25,Maruti
3955,Bangalore,2012,100000,Diesel,Manual,Third,11.5,2982.0,171.0,7.0,16.0,Toyota
3956,Jaipur,2015,65218,Diesel,Manual,First,26.21,1248.0,88.5,5.0,7.4,Maruti
3957,Kochi,2016,53886,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.07,Renault
3958,Coimbatore,2011,50058,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,3.84,Hyundai
3959,Pune,2016,64000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.2,Maruti
3960,Kochi,2018,41641,Diesel,Manual,First,21.38,1396.0,88.7,5.0,10.82,Hyundai
3961,Hyderabad,2016,44345,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.1,Honda
3962,Kolkata,2011,45501,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.1,Honda
3963,Chennai,2001,104000,Petrol,Manual,Third,13.7,1468.0,85.8,5.0,1.0,Mitsubishi
3964,Coimbatore,2012,50297,Petrol,Manual,First,16.95,1498.0,97.6,5.0,4.69,Nissan
3965,Mumbai,2011,87000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,5.4,Honda
3966,Mumbai,2016,120000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,12.0,Mahindra
3967,Mumbai,2018,17000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.5,Hyundai
3968,Chennai,2014,100000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.0,Nissan
3969,Kochi,2015,50979,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,6.9,Maruti
3970,Chennai,2011,41000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.0,Volkswagen
3971,Chennai,2011,24000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.25,Hyundai
3972,Hyderabad,2008,44738,Petrol,Manual,First,14.53,1798.0,138.1,5.0,5.1,Toyota
3973,Kolkata,2014,37298,Diesel,Manual,First,25.1,1498.0,98.6,5.0,4.9,Honda
3974,Pune,2014,42000,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,3.6,Maruti
3975,Pune,2016,45000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,34.0,Mercedes-Benz
3976,Mumbai,2015,102000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,8.25,Toyota
3977,Pune,2011,70000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,1.3,Maruti
3978,Coimbatore,2018,27467,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.05,Mercedes-Benz
3979,Kolkata,2015,15305,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75,Hyundai
3980,Mumbai,2010,70000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.1,Maruti
3981,Hyderabad,2016,36778,Diesel,Manual,First,22.77,1498.0,98.59,5.0,8.8,Ford
3982,Coimbatore,2015,25845,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.84,Volkswagen
3983,Kochi,2018,33858,Petrol,Automatic,First,17.01,1591.0,121.3,5.0,9.03,Hyundai
3984,Ahmedabad,2017,12000,Petrol,Automatic,Second,24.04,999.0,67.0,5.0,3.25,Renault
3985,Coimbatore,2013,33709,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.9,Honda
3986,Kochi,2018,32709,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.46,Ford
3987,Bangalore,2014,72000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,18.5,Toyota
3988,Ahmedabad,2013,31000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.7,Tata
3989,Chennai,2016,70000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,4.6,Ford
3990,Jaipur,2014,61000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.35,Maruti
3991,Pune,2011,72000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.3,Nissan
3992,Delhi,2016,49000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,15.45,Skoda
3993,Hyderabad,2014,42939,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,12.49,Volkswagen
3994,Coimbatore,2016,32545,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,48.76,Audi
3995,Pune,2011,54000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.2,Hyundai
3996,Delhi,2012,76000,Diesel,Automatic,First,16.07,1995.0,181.0,4.0,8.75,BMW
3997,Kolkata,2015,27000,Diesel,Manual,First,21.19,1396.0,88.73,5.0,5.99,Hyundai
3998,Chennai,2005,120000,Diesel,Manual,Second,12.7,2609.0,116.6,8.0,2.9,Mahindra
3999,Hyderabad,2012,125000,Petrol,Automatic,First,10.5,3197.0,0.0,0.0,18.0,Audi
4000,Kolkata,2011,37000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,1.8,Ford
4001,Mumbai,2012,42000,Petrol,Manual,First,9.8,2354.0,180.0,5.0,6.25,Honda
4002,Bangalore,2013,60000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,5.45,Hyundai
4003,Mumbai,2018,3000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,52.5,Jaguar
4004,Mumbai,2013,44000,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,5.6,Hyundai
4005,Kolkata,2014,37000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.45,Honda
4006,Mumbai,2012,50000,Petrol,Manual,First,18.5,1197.0,82.85,5.0,3.7,Hyundai
4007,Chennai,2013,58581,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.49,Honda
4008,Kolkata,2013,25500,Diesel,Manual,First,21.9,1396.0,88.76,5.0,3.55,Hyundai
4009,Mumbai,2017,25000,Petrol,Manual,First,10.4,2393.0,163.5,5.0,9.0,Maruti
4010,Hyderabad,2011,53766,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.7,Maruti
4011,Pune,2011,45271,Diesel,Manual,First,20.3,1493.0,92.7,5.0,2.6,Fiat
4012,Chennai,2006,68000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5,Maruti
4013,Jaipur,2017,40000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,15.9,Mahindra
4014,Hyderabad,2013,73212,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.2,Maruti
4015,Mumbai,2014,69000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,16.25,BMW
4016,Mumbai,2007,61932,Diesel,Automatic,Second,14.3,1968.0,140.0,5.0,3.31,Volkswagen
4017,Bangalore,2012,52000,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,24.0,BMW
4018,Kolkata,2011,150000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,2.5,Maruti
4019,Jaipur,2013,70933,Diesel,Manual,Second,21.9,1396.0,88.76,5.0,3.9,Hyundai
4020,Kolkata,2013,115195,Diesel,Manual,First,25.2,1248.0,74.0,5.0,3.85,Maruti
4021,Delhi,2011,62148,Petrol,Manual,First,11.7,1796.0,178.0,5.0,8.8,Mercedes-Benz
4022,Chennai,2009,32000,Petrol,Manual,Second,14.28,1798.0,138.03,5.0,4.95,Toyota
4023,Kolkata,2014,58000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.75,Hyundai
4024,Kochi,2014,68598,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.17,Renault
4025,Chennai,2010,84072,Diesel,Manual,First,17.8,1248.0,75.0,5.0,3.45,Maruti
4026,Jaipur,2016,51264,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.2,Maruti
4027,Coimbatore,2017,21363,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,13.49,Hyundai
4028,Delhi,2016,40000,Petrol,Automatic,First,15.04,1991.0,183.0,5.0,24.5,Mercedes-Benz
4029,Kolkata,2015,35000,Petrol,Automatic,First,10.1,2354.0,152.0,5.0,14.7,Honda
4030,Hyderabad,2014,55000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.0,Ford
4031,Coimbatore,2016,43252,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,34.18,Mercedes-Benz
4032,Delhi,2014,42000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.5,Hyundai
4033,Hyderabad,2006,69000,Petrol,Manual,First,16.6,1388.0,68.0,5.0,2.15,Ford
4034,Kolkata,2018,14000,Diesel,Automatic,First,17.6,1582.0,126.2,5.0,11.25,Hyundai
4035,Delhi,2010,70000,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.0,Maruti
4036,Kochi,2015,35314,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.27,Maruti
4037,Kochi,2017,38691,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.68,Honda
4038,Coimbatore,2017,72717,Diesel,Manual,First,12.99,2494.0,100.6,7.0,14.52,Toyota
4039,Mumbai,2011,82000,Petrol,Automatic,Second,11.8,3498.0,272.0,7.0,16.85,Mercedes-Benz
4040,Mumbai,2015,44000,Diesel,Manual,First,21.14,1498.0,103.52,5.0,5.75,Skoda
4041,Mumbai,2017,27000,Petrol,Manual,First,15.8,1499.0,110.0,5.0,8.3,Ford
4042,Chennai,2014,18500,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.95,Maruti
4043,Mumbai,2014,45000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,4.8,Volkswagen
4044,Ahmedabad,2011,173000,Diesel,Automatic,First,13.5,2400.0,215.0,5.0,12.0,Volvo
4045,Ahmedabad,2017,42000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,6.25,Toyota
4046,Jaipur,2012,90000,Diesel,Manual,First,19.4,1405.0,70.0,5.0,2.5,Tata
4047,Pune,2014,82329,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7.5,Honda
4048,Delhi,2010,80302,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.5,Honda
4049,Hyderabad,2005,105000,Diesel,Manual,First,18.7,1896.0,66.0,5.0,1.99,Skoda
4050,Kolkata,2009,60000,Petrol,Manual,First,14.53,1798.0,138.0,5.0,2.25,Toyota
4051,Delhi,2014,70000,Petrol,Manual,First,16.78,1496.0,88.73,5.0,3.25,Toyota
4052,Bangalore,2016,45000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,28.5,BMW
4053,Kolkata,2006,44000,Petrol,Automatic,First,16.4,1497.0,78.0,5.0,1.5,Honda
4054,Delhi,2017,25500,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.0,Hyundai
4055,Delhi,2014,68000,Diesel,Automatic,First,13.0,2987.0,261.5,5.0,27.5,Mercedes-Benz
4056,Ahmedabad,2015,61786,Diesel,Manual,First,19.67,1582.0,126.2,5.0,10.5,Hyundai
4057,Jaipur,2014,65000,Diesel,Automatic,Second,15.73,1968.0,174.33,5.0,21.5,Audi
4058,Delhi,2016,77000,Diesel,Automatic,First,12.63,2179.0,147.5,5.0,35.0,Land
4059,Hyderabad,2015,34000,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,7.99,Skoda
